brand,model,year,price,mileage,fuel_type,transmission,engine_size,car_type,seats,rating,city,source
BMW,3 Series,2017,517285,84533,Diesel,Manual,1.5,Sedan,4,3.2,Vadodara,gujarat
Maruti Suzuki,Baleno,2018,876513,61162,Diesel,Manual,1.2,Sedan,5,3.3,Bhavnagar,gujarat
Tata,Nexon,2024,1453943,7478,Diesel,Automatic,1.2,SUV,5,4.4,Bhavnagar,gujarat
Toyota,Urban Cruiser,2024,1245259,4918,CNG,Automatic,1.5,Sedan,5,3.8,Gandhinagar,gujarat
Honda,Elevate,2024,934742,9716,Petrol,Manual,1.2,Sedan,5,4.8,Jamnagar,gujarat
Renault,Kwid,2021,434050,39636,Diesel,Automatic,1.0,Hatchback,4,3.6,Gandhinagar,gujarat
Tata,Punch EV,2024,958671,6487,Electric,Manual,0.0,Sedan,5,4.8,Vadodara,gujarat
Honda,City,2014,1357754,80957,Petrol,Manual,1.5,Sedan,5,3.0,Surat,gujarat
Toyota,Innova Crysta,2019,2213188,61033,Diesel,Automatic,2.4,MPV,7,4.4,Gandhinagar,gujarat
Hyundai,Grand i10,2014,284501,91727,Petrol,Manual,1.2,Sedan,5,4.6,Jamnagar,gujarat
Kia,Carnival,2020,1046464,24696,Petrol,Automatic,1.5,MPV,8,3.4,Bhavnagar,gujarat
Tata,Harrier,2021,1925814,26871,Diesel,Manual,2.0,Sedan,5,3.3,Surat,gujarat
Maruti Suzuki,Baleno,2016,878041,97068,Petrol,Manual,1.2,Sedan,5,3.6,Jamnagar,gujarat
Ford,EcoSport,2016,382529,95277,Petrol,Manual,1.0,Sedan,5,3.9,Ahmedabad,gujarat
Toyota,Innova Crysta,2022,1968698,23253,Diesel,Manual,2.4,MPV,7,3.0,Jamnagar,gujarat
Mercedes,C-Class,2018,496144,80551,Petrol,Manual,1.5,Sedan,4,3.2,Gandhinagar,gujarat
Ford,Figo,2017,499326,97068,Petrol,Manual,1.2,Sedan,5,3.2,Surat,gujarat
Kia,Carnival,2022,1144711,12621,Petrol,Automatic,2.0,MPV,8,3.5,Bhavnagar,gujarat
BMW,3 Series,2018,644917,33181,Petrol,Manual,1.2,Sedan,4,3.9,Ahmedabad,gujarat
BMW,3 Series,2016,402231,95797,Diesel,Automatic,1.0,Sedan,4,4.1,Surat,gujarat
Honda,Amaze,2018,920200,31148,Petrol,Manual,1.5,Sedan,5,4.5,Bhavnagar,gujarat
Kia,Sonet,2014,698121,61016,Petrol,Automatic,1.5,Sedan,5,3.9,Vadodara,gujarat
Toyota,Urban Cruiser,2022,1170588,27155,Petrol,Manual,1.5,Sedan,5,3.3,Jamnagar,gujarat
Mercedes,C-Class,2018,618079,63595,Petrol,Automatic,1.5,Sedan,4,3.6,Rajkot,gujarat
Maruti Suzuki,Baleno,2023,741567,9208,Diesel,Manual,1.2,Sedan,5,4.1,Vadodara,gujarat
BMW,3 Series,2023,937051,5800,Diesel,Manual,1.2,Sedan,4,3.5,Jamnagar,gujarat
Tata,Safari,2021,1690065,34812,Diesel,Manual,2.0,Sedan,7,4.6,Jamnagar,gujarat
Tata,Safari,2023,2328645,12576,Diesel,Manual,2.0,Sedan,7,4.4,Surat,gujarat
Hyundai,Verna,2016,1441203,119864,Diesel,Manual,1.5,Sedan,5,3.7,Vadodara,gujarat
Toyota,Urban Cruiser,2022,1197330,25137,Petrol,Manual,2.0,Sedan,5,3.8,Rajkot,gujarat
Maruti Suzuki,Brezza,2021,847756,17575,Petrol,Automatic,1.0,Sedan,5,3.4,Bhavnagar,gujarat
Toyota,Glanza,2021,1062331,39604,Petrol,Manual,2.0,Sedan,5,4.2,Bhavnagar,gujarat
Toyota,Camry,2018,839068,57223,Hybrid,Manual,2.5,Sedan,5,5.0,Rajkot,gujarat
Renault,Kwid,2018,425422,69788,Petrol,Manual,1.0,Hatchback,4,3.4,Surat,gujarat
Kia,Carnival,2017,827811,63541,CNG,Manual,1.2,MPV,8,4.3,Jamnagar,gujarat
Mercedes,C-Class,2020,709796,55102,Petrol,Automatic,1.2,Sedan,4,4.5,Vadodara,gujarat
Ford,EcoSport,2014,282802,102435,Petrol,Automatic,1.2,Sedan,5,4.3,Jamnagar,gujarat
Hyundai,Grand i10,2021,781801,36400,CNG,Manual,1.5,Sedan,5,3.1,Surat,gujarat
Tata,Tiago EV,2024,944552,8247,Electric,Automatic,0.0,Hatchback,5,3.7,Surat,gujarat
Tata,Tiago EV,2024,1024700,7731,Electric,Manual,0.0,Hatchback,5,4.8,Jamnagar,gujarat
Kia,Sonet,2014,578373,110000,Diesel,Manual,1.0,Sedan,5,3.6,Vadodara,gujarat
Hyundai,i20,2015,1040749,120707,Petrol,Manual,1.2,Hatchback,5,4.0,Ahmedabad,gujarat
BMW,3 Series,2014,346583,82094,Diesel,Manual,1.5,Sedan,4,3.1,Jamnagar,gujarat
Kia,Carnival,2018,935668,34611,CNG,Automatic,1.5,MPV,8,3.2,Gandhinagar,gujarat
BMW,3 Series,2019,682162,56510,Petrol,Automatic,1.5,Sedan,4,4.5,Vadodara,gujarat
Kia,Carnival,2018,803260,81604,Petrol,Automatic,1.5,MPV,8,4.5,Ahmedabad,gujarat
Tata,Punch EV,2024,957605,5567,Electric,Automatic,0.0,Sedan,5,3.5,Vadodara,gujarat
Mercedes,C-Class,2019,621431,71470,Diesel,Automatic,1.2,Sedan,4,3.6,Rajkot,gujarat
Toyota,Urban Cruiser,2023,1207083,14309,Diesel,Automatic,2.0,Sedan,5,3.6,Surat,gujarat
Toyota,Camry,2017,794194,73170,Hybrid,Manual,2.5,Sedan,5,4.0,Rajkot,gujarat
Mercedes,C-Class,2014,246105,147482,Petrol,Manual,1.2,Sedan,4,3.5,Surat,gujarat
Maruti Suzuki,Ertiga,2015,296709,121445,Petrol,Manual,1.2,MPV,7,4.4,Jamnagar,gujarat
Renault,Kiger,2019,591335,65531,CNG,Manual,1.5,Sedan,5,4.7,Vadodara,gujarat
Renault,Kiger,2018,540602,86715,Diesel,Automatic,1.2,Sedan,5,3.4,Rajkot,gujarat
Maruti Suzuki,Brezza,2013,229468,99874,Petrol,Manual,1.2,Sedan,5,4.2,Jamnagar,gujarat
Hyundai,Exter,2023,943377,10840,Petrol,Automatic,1.0,Sedan,5,4.7,Gandhinagar,gujarat
Renault,Kwid,2023,574127,8318,Petrol,Manual,1.0,Hatchback,4,3.5,Bhavnagar,gujarat
Renault,Kwid,2024,548557,917,Diesel,Manual,1.0,Hatchback,4,4.4,Jamnagar,gujarat
Mahindra,Thar,2023,1938727,7907,Petrol,Manual,2.0,SUV,5,4.8,Surat,gujarat
Renault,Kiger,2012,205830,87227,Petrol,Automatic,1.2,Sedan,5,3.9,Bhavnagar,gujarat
Maruti Suzuki,Wagon R,2024,800766,1196,Petrol,Manual,1.2,Sedan,5,4.1,Surat,gujarat
BMW,3 Series,2016,322258,114623,Diesel,Automatic,1.0,Sedan,4,4.4,Rajkot,gujarat
Mercedes,C-Class,2021,800221,41403,Diesel,Manual,1.0,Sedan,4,3.5,Rajkot,gujarat
BMW,3 Series,2019,590138,66361,Petrol,Manual,1.2,Sedan,4,4.9,Vadodara,gujarat
Honda,Elevate,2023,915082,10589,Diesel,Manual,1.5,Sedan,5,3.9,Gandhinagar,gujarat
Tata,Curvv EV,2024,1006787,5229,Electric,Manual,0.0,SUV,5,4.3,Ahmedabad,gujarat
Ford,Endeavour,2022,2818941,27648,Diesel,Manual,2.0,SUV,5,4.0,Vadodara,gujarat
Renault,Kiger,2013,189329,144751,CNG,Manual,1.5,Sedan,5,3.3,Surat,gujarat
Mahindra,Bolero,2024,1264701,2814,Diesel,Manual,1.6,Sedan,5,4.3,Gandhinagar,gujarat
Kia,Carens,2022,1174863,18613,CNG,Automatic,1.5,MPV,7,3.6,Jamnagar,gujarat
Toyota,Glanza,2022,1165744,20093,Diesel,Automatic,1.6,Sedan,5,3.1,Rajkot,gujarat
Toyota,Fortuner,2019,4716588,42970,Diesel,Manual,2.8,SUV,7,4.7,Ahmedabad,gujarat
Toyota,Urban Cruiser,2024,1312147,5336,Diesel,Manual,2.0,Sedan,5,4.0,Gandhinagar,gujarat
Honda,City,2013,1241293,86868,Diesel,Automatic,1.5,Sedan,5,4.6,Rajkot,gujarat
Ford,EcoSport,2016,387823,119522,Petrol,Manual,1.5,Sedan,5,3.7,Bhavnagar,gujarat
Toyota,Urban Cruiser,2023,1247845,6819,Petrol,Automatic,2.0,Sedan,5,3.8,Surat,gujarat
Tata,Tiago EV,2023,897213,14405,Electric,Manual,0.0,Hatchback,5,4.1,Gandhinagar,gujarat
Mercedes,C-Class,2020,678196,54801,Diesel,Manual,1.0,Sedan,4,4.7,Jamnagar,gujarat
Toyota,Glanza,2022,1140135,17038,Petrol,Manual,1.6,Sedan,5,3.4,Jamnagar,gujarat
Honda,Amaze,2021,823541,39499,Petrol,Manual,1.5,Sedan,5,4.6,Gandhinagar,gujarat
Renault,Kwid,2020,548298,44476,Petrol,Manual,1.0,Hatchback,4,4.6,Rajkot,gujarat
Honda,Elevate,2024,1044263,1099,Petrol,Manual,1.5,Sedan,5,4.1,Gandhinagar,gujarat
Renault,Kwid,2021,570439,30350,CNG,Automatic,1.0,Hatchback,4,4.6,Rajkot,gujarat
Ford,Figo,2014,222310,135254,Petrol,Manual,1.2,Sedan,5,3.9,Gandhinagar,gujarat
Kia,Seltos,2022,1130510,28833,Petrol,Automatic,1.5,Sedan,5,3.6,Surat,gujarat
Honda,City,2021,1458224,37103,Petrol,Manual,1.5,Sedan,5,3.4,Surat,gujarat
Mahindra,XUV700,2022,2418667,13306,Diesel,Automatic,2.2,SUV,7,4.9,Vadodara,gujarat
Toyota,Fortuner,2022,3635289,16842,Diesel,Automatic,2.8,SUV,7,3.1,Rajkot,gujarat
Hyundai,Grand i10,2012,247510,118189,Diesel,Manual,1.0,Sedan,5,3.9,Rajkot,gujarat
Mahindra,Thar,2023,1397362,14670,CNG,Manual,2.0,SUV,5,3.3,Surat,gujarat
Hyundai,Grand i10,2023,916974,14909,Diesel,Manual,1.0,Sedan,5,3.4,Ahmedabad,gujarat
Renault,Kiger,2019,683680,41730,Petrol,Manual,1.0,Sedan,5,3.8,Rajkot,gujarat
Kia,Seltos,2021,1086629,26809,Diesel,Manual,1.5,Sedan,5,5.0,Ahmedabad,gujarat
Mercedes,C-Class,2019,684007,26038,Diesel,Automatic,1.0,Sedan,4,3.3,Surat,gujarat
Tata,Tiago EV,2022,889976,14192,Electric,Manual,0.0,Hatchback,5,3.1,Gandhinagar,gujarat
Mahindra,Scorpio N,2022,1159719,19603,Diesel,Automatic,2.0,SUV,5,4.9,Surat,gujarat
Mercedes,C-Class,2017,522282,49338,Petrol,Manual,1.2,Sedan,4,4.3,Gandhinagar,gujarat
Honda,Elevate,2024,952385,466,Petrol,Automatic,1.0,Sedan,5,4.5,Surat,gujarat
Kia,Seltos,2023,1277942,11177,Diesel,Manual,1.5,Sedan,5,3.7,Surat,gujarat
Hyundai,Grand i10,2013,323349,69733,Petrol,Manual,1.5,Sedan,5,3.9,Gandhinagar,gujarat
BMW,3 Series,2016,406536,102422,Diesel,Manual,1.2,Sedan,4,4.3,Vadodara,gujarat
BMW,3 Series,2019,683136,57296,Diesel,Manual,1.0,Sedan,4,3.4,Surat,gujarat
Tata,Harrier,2024,1499393,1346,Diesel,Manual,2.0,Sedan,5,3.5,Surat,gujarat
Mercedes,C-Class,2017,496602,95574,Diesel,Manual,1.2,Sedan,4,4.5,Surat,gujarat
Toyota,Urban Cruiser,2023,1260938,7379,Diesel,Automatic,1.6,Sedan,5,4.3,Gandhinagar,gujarat
Mahindra,Thar,2020,1335771,29368,Diesel,Manual,2.0,SUV,5,4.1,Rajkot,gujarat
Toyota,Fortuner,2022,3948131,28913,Diesel,Manual,2.8,SUV,7,3.2,Vadodara,gujarat
Mercedes,C-Class,2017,514460,59421,Petrol,Automatic,1.5,Sedan,4,3.9,Ahmedabad,gujarat
Mercedes,C-Class,2024,967454,8504,Petrol,Manual,1.5,Sedan,4,3.1,Bhavnagar,gujarat
Tata,Punch,2022,713060,24989,Diesel,Manual,1.2,Sedan,5,3.9,Bhavnagar,gujarat
Hyundai,Verna,2014,1204344,102108,Petrol,Manual,1.5,Sedan,5,4.1,Gandhinagar,gujarat
Tata,Tiago EV,2024,939159,8602,Electric,Manual,0.0,Hatchback,5,4.4,Bhavnagar,gujarat
Tata,Punch EV,2024,1036180,1640,Electric,Manual,0.0,Sedan,5,4.7,Gandhinagar,gujarat
Tata,Nexon EV,2024,962502,6947,Electric,Automatic,0.0,SUV,5,3.6,Bhavnagar,gujarat
Kia,Carnival,2019,925841,46097,Diesel,Manual,1.0,MPV,8,3.5,Bhavnagar,gujarat
Mercedes,C-Class,2015,326854,125362,CNG,Manual,1.2,Sedan,4,3.3,Rajkot,gujarat
Tata,Harrier,2022,1839363,15224,Diesel,Manual,2.0,Sedan,5,4.9,Vadodara,gujarat
Tata,Curvv,2024,1019121,9599,Petrol,Manual,1.6,SUV,5,4.5,Ahmedabad,gujarat
Mercedes,C-Class,2020,737713,40392,Petrol,Manual,1.2,Sedan,4,3.5,Rajkot,gujarat
Honda,City,2020,1061141,59979,Petrol,Automatic,1.5,Sedan,5,4.9,Ahmedabad,gujarat
Kia,Carens,2022,1154824,25287,Diesel,Automatic,1.6,MPV,7,4.5,Surat,gujarat
Renault,Kwid,2013,557036,150913,Diesel,Manual,1.0,Hatchback,4,4.7,Rajkot,gujarat
Kia,Seltos,2024,1283726,1723,Diesel,Automatic,1.5,Sedan,5,3.8,Gandhinagar,gujarat
Honda,Amaze,2013,1004567,56694,Petrol,Manual,1.5,Sedan,5,3.2,Gandhinagar,gujarat
Ford,Figo,2021,789136,42440,Petrol,Manual,1.5,Sedan,5,3.8,Bhavnagar,gujarat
Hyundai,Verna,2024,1099524,1615,Petrol,Automatic,1.5,Sedan,5,4.6,Jamnagar,gujarat
Maruti Suzuki,Wagon R,2022,824079,24425,Petrol,Manual,1.2,Sedan,5,4.3,Ahmedabad,gujarat
Mahindra,XUV300,2014,726643,53164,CNG,Manual,1.2,Sedan,5,4.6,Jamnagar,gujarat
Ford,Endeavour,2017,2486186,80095,Diesel,Manual,2.0,SUV,5,3.9,Jamnagar,gujarat
Honda,City,2015,1237516,118200,Diesel,Automatic,1.5,Sedan,5,3.7,Bhavnagar,gujarat
Renault,Triber,2024,984488,3728,Diesel,Manual,1.5,MPV,7,3.2,Rajkot,gujarat
Toyota,Camry,2019,890404,66908,Hybrid,Manual,2.5,Sedan,5,3.7,Gandhinagar,gujarat
Ford,Endeavour,2024,2967091,2608,Diesel,Manual,2.0,SUV,5,4.5,Bhavnagar,gujarat
Tata,Curvv,2024,955237,3254,Petrol,Manual,1.5,SUV,5,3.8,Vadodara,gujarat
Tata,Punch EV,2024,954436,6500,Electric,Manual,0.0,Sedan,5,4.6,Gandhinagar,gujarat
Honda,Elevate,2023,908468,10305,Petrol,Manual,1.5,Sedan,5,3.3,Vadodara,gujarat
Maruti Suzuki,Alto,2015,409200,73701,Petrol,Automatic,1.0,Hatchback,4,3.6,Ahmedabad,gujarat
BMW,3 Series,2019,668918,52166,Diesel,Manual,1.2,Sedan,4,3.4,Bhavnagar,gujarat
BMW,3 Series,2022,842738,28856,Diesel,Automatic,1.2,Sedan,4,4.6,Vadodara,gujarat
Kia,Carens,2023,1223963,8845,Diesel,Manual,1.5,MPV,7,3.6,Gandhinagar,gujarat
Mahindra,XUV300,2021,1074664,19219,CNG,Automatic,2.0,Sedan,5,4.0,Vadodara,gujarat
Hyundai,Verna,2015,1580987,90657,Diesel,Manual,1.5,Sedan,5,3.9,Rajkot,gujarat
Ford,Figo,2018,604458,34237,Petrol,Manual,1.5,Sedan,5,3.1,Vadodara,gujarat
Ford,Figo,2014,422392,58359,Petrol,Automatic,1.2,Sedan,5,4.1,Jamnagar,gujarat
Maruti Suzuki,Brezza,2021,794469,31082,Diesel,Automatic,1.2,Sedan,5,3.4,Rajkot,gujarat
Honda,Elevate,2024,969482,5415,Diesel,Automatic,1.2,Sedan,5,3.3,Bhavnagar,gujarat
Mercedes,C-Class,2012,156943,139900,Diesel,Manual,1.0,Sedan,4,4.5,Ahmedabad,gujarat
BMW,3 Series,2020,751732,47112,Petrol,Manual,1.5,Sedan,4,4.5,Surat,gujarat
Tata,Nexon,2024,943434,1957,Petrol,Manual,1.2,SUV,5,4.6,Rajkot,gujarat
Ford,EcoSport,2017,494564,58984,Petrol,Manual,1.2,Sedan,5,4.8,Rajkot,gujarat
Hyundai,Creta,2019,1237649,51307,Petrol,Manual,1.5,SUV,5,4.5,Bhavnagar,gujarat
Honda,City,2021,962019,16995,Diesel,Manual,1.5,Sedan,5,3.0,Rajkot,gujarat
Honda,City,2024,1293044,9307,Diesel,Automatic,1.5,Sedan,5,3.4,Surat,gujarat
Toyota,Innova Crysta,2022,2192343,15068,Diesel,Automatic,2.4,MPV,7,4.6,Rajkot,gujarat
Maruti Suzuki,Dzire,2012,813402,130462,CNG,Manual,1.2,Sedan,5,4.2,Surat,gujarat
Hyundai,Grand i10,2015,272349,124102,CNG,Automatic,1.2,Sedan,5,4.9,Bhavnagar,gujarat
Kia,Carnival,2013,487674,142648,Petrol,Manual,1.0,MPV,8,3.5,Gandhinagar,gujarat
Ford,EcoSport,2024,942451,6623,Petrol,Automatic,1.2,Sedan,5,4.6,Jamnagar,gujarat
BMW,3 Series,2020,784967,25960,Diesel,Automatic,1.5,Sedan,4,4.2,Bhavnagar,gujarat
Renault,Kiger,2024,1016305,8951,Petrol,Manual,1.5,Sedan,5,3.6,Jamnagar,gujarat
Kia,Carnival,2018,851798,54711,Petrol,Manual,1.2,MPV,8,4.1,Bhavnagar,gujarat
Kia,Carens,2023,1270660,9705,Diesel,Manual,1.5,MPV,7,4.9,Vadodara,gujarat
BMW,3 Series,2022,905895,20277,Petrol,Manual,1.2,Sedan,4,3.8,Vadodara,gujarat
Renault,Kwid,2022,533267,24214,Diesel,Manual,1.0,Hatchback,4,4.8,Ahmedabad,gujarat
Ford,EcoSport,2015,335563,86983,Diesel,Manual,1.5,Sedan,5,4.3,Ahmedabad,gujarat
Maruti Suzuki,Alto,2015,351242,60247,CNG,Manual,1.0,Hatchback,4,5.0,Gandhinagar,gujarat
Mahindra,XUV700,2024,1597102,733,Diesel,Manual,2.2,SUV,7,3.4,Jamnagar,gujarat
Honda,Amaze,2023,966866,5167,Petrol,Automatic,1.5,Sedan,5,3.5,Ahmedabad,gujarat
Mercedes,C-Class,2012,208868,151226,Petrol,Manual,1.0,Sedan,4,4.3,Ahmedabad,gujarat
Tata,Curvv EV,2024,1014377,3004,Electric,Automatic,0.0,SUV,5,4.4,Jamnagar,gujarat
Kia,Carens,2024,1278316,4693,Diesel,Manual,1.6,MPV,7,4.6,Surat,gujarat
Hyundai,Verna,2019,1543398,38158,CNG,Manual,1.5,Sedan,5,3.1,Rajkot,gujarat
Tata,Punch,2021,844459,22921,Petrol,Manual,1.2,Sedan,5,4.3,Bhavnagar,gujarat
Mahindra,Thar,2022,1314901,11433,CNG,Manual,2.2,SUV,5,3.9,Jamnagar,gujarat
Maruti Suzuki,Alto,2018,482538,40033,Petrol,Manual,1.0,Hatchback,4,4.3,Rajkot,gujarat
Maruti Suzuki,Ertiga,2019,673214,29547,Diesel,Manual,1.0,MPV,7,3.3,Vadodara,gujarat
Maruti Suzuki,Swift,2022,871605,12134,Diesel,Manual,1.2,Hatchback,5,3.7,Surat,gujarat
Hyundai,Exter,2023,939966,5096,Petrol,Manual,1.2,Sedan,5,4.5,Ahmedabad,gujarat
Mahindra,Scorpio N,2012,453510,133877,Petrol,Manual,2.2,SUV,5,3.6,Bhavnagar,gujarat
Kia,Carnival,2023,1271506,8893,Petrol,Manual,1.6,MPV,8,4.0,Surat,gujarat
Ford,Figo,2017,489927,64339,Petrol,Automatic,1.2,Sedan,5,5.0,Surat,gujarat
Toyota,Innova Crysta,2018,1950977,82786,Diesel,Manual,2.4,MPV,7,3.3,Jamnagar,gujarat
Toyota,Fortuner,2018,3965909,57599,Diesel,Manual,2.8,SUV,7,3.7,Jamnagar,gujarat
Kia,Sonet,2023,1199989,13682,Petrol,Automatic,1.5,Sedan,5,4.8,Bhavnagar,gujarat
Kia,Carens,2024,1267985,5028,Petrol,Manual,2.0,MPV,7,3.9,Gandhinagar,gujarat
BMW,3 Series,2012,206465,86137,Petrol,Automatic,1.5,Sedan,4,3.8,Bhavnagar,gujarat
Kia,Sonet,2019,1037959,26562,Petrol,Manual,1.0,Sedan,5,4.3,Bhavnagar,gujarat
Mahindra,Thar,2023,1557633,10185,Diesel,Manual,2.0,SUV,5,4.4,Gandhinagar,gujarat
Hyundai,i20,2012,973805,61136,Diesel,Manual,1.2,Hatchback,5,4.5,Surat,gujarat
Honda,City,2017,1368311,76353,Petrol,Automatic,1.5,Sedan,5,4.6,Surat,gujarat
Tata,Tiago,2018,738611,37762,Diesel,Manual,1.2,Hatchback,5,4.4,Vadodara,gujarat
Mahindra,Scorpio,2022,1178314,14805,Petrol,Manual,2.2,SUV,5,4.0,Gandhinagar,gujarat
Maruti Suzuki,Dzire,2023,949845,10937,Petrol,Automatic,1.2,Sedan,5,4.8,Ahmedabad,gujarat
Toyota,Innova Crysta,2014,2114682,67687,Diesel,Automatic,2.4,MPV,7,4.9,Vadodara,gujarat
Honda,Elevate,2023,957011,10811,CNG,Manual,1.5,Sedan,5,4.8,Rajkot,gujarat
Tata,Punch EV,2024,1011295,3146,Electric,Manual,0.0,Sedan,5,3.6,Surat,gujarat
Maruti Suzuki,Brezza,2015,364486,85191,Petrol,Manual,1.0,Sedan,5,3.5,Gandhinagar,gujarat
Mercedes,C-Class,2022,868636,12629,Diesel,Manual,1.5,Sedan,4,3.0,Bhavnagar,gujarat
Maruti Suzuki,Wagon R,2018,749238,43083,Petrol,Manual,1.2,Sedan,5,3.7,Gandhinagar,gujarat
Renault,Kiger,2018,541843,76352,Petrol,Manual,1.2,Sedan,5,4.1,Rajkot,gujarat
Honda,Amaze,2013,794457,113965,Diesel,Automatic,1.2,Sedan,5,3.0,Surat,gujarat
Hyundai,Creta,2016,1068114,63213,Petrol,Automatic,1.5,SUV,5,4.4,Jamnagar,gujarat
Toyota,Camry,2013,625382,75479,Hybrid,Automatic,2.5,Sedan,5,4.6,Ahmedabad,gujarat
BMW,3 Series,2012,168181,152294,Petrol,Automatic,1.0,Sedan,4,3.4,Jamnagar,gujarat
Hyundai,i20,2018,922198,81877,Petrol,Automatic,1.2,Hatchback,5,4.3,Surat,gujarat
Ford,EcoSport,2023,953358,13115,Diesel,Manual,1.5,Sedan,5,4.4,Gandhinagar,gujarat
Maruti Suzuki,Alto,2014,370855,116530,Petrol,Manual,1.0,Hatchback,4,4.4,Jamnagar,gujarat
Hyundai,Creta,2017,1238777,77127,Petrol,Manual,1.5,SUV,5,4.0,Vadodara,gujarat
Mahindra,Bolero,2016,776396,85188,Petrol,Manual,1.5,Sedan,5,3.5,Gandhinagar,gujarat
Tata,Punch,2021,830472,17057,CNG,Manual,1.2,Sedan,5,4.3,Jamnagar,gujarat
Ford,EcoSport,2023,928733,6445,Diesel,Automatic,1.2,Sedan,5,4.4,Bhavnagar,gujarat
Mercedes,C-Class,2021,848308,23599,Diesel,Manual,1.5,Sedan,4,4.6,Vadodara,gujarat
Ford,Endeavour,2024,2975087,8013,Diesel,Automatic,2.0,SUV,5,3.1,Vadodara,gujarat
Kia,Carnival,2019,959853,46257,Petrol,Automatic,1.2,MPV,8,3.3,Jamnagar,gujarat
Kia,Carnival,2012,319275,174473,Diesel,Manual,1.5,MPV,8,3.3,Vadodara,gujarat
Maruti Suzuki,Alto,2024,505434,2830,CNG,Manual,1.0,Hatchback,4,3.9,Vadodara,gujarat
Toyota,Fortuner,2012,3332013,125185,Diesel,Automatic,2.8,SUV,7,3.4,Bhavnagar,gujarat
Ford,Endeavour,2018,2498948,85810,Diesel,Manual,2.0,SUV,5,4.9,Jamnagar,gujarat
Ford,Figo,2016,463821,58543,Diesel,Manual,1.0,Sedan,5,3.8,Ahmedabad,gujarat
Honda,Elevate,2023,961635,10547,Petrol,Manual,1.5,Sedan,5,3.2,Surat,gujarat
Renault,Kiger,2017,522244,83936,Diesel,Manual,1.2,Sedan,5,3.1,Rajkot,gujarat
Toyota,Urban Cruiser,2022,1158755,16863,Diesel,Automatic,2.0,Sedan,5,4.8,Rajkot,gujarat
Honda,Elevate,2024,974392,9457,Diesel,Automatic,1.2,Sedan,5,4.6,Bhavnagar,gujarat
Mahindra,Scorpio N,2021,1061066,34968,Diesel,Manual,2.0,SUV,5,3.6,Ahmedabad,gujarat
Kia,Sonet,2021,1059657,25539,Diesel,Manual,1.0,Sedan,5,3.9,Gandhinagar,gujarat
Mahindra,XUV700,2022,2293519,21920,Petrol,Manual,2.2,SUV,7,4.1,Gandhinagar,gujarat
Honda,Amaze,2019,1031180,45589,Petrol,Automatic,1.2,Sedan,5,3.6,Ahmedabad,gujarat
Mahindra,XUV300,2024,1270022,8259,Petrol,Manual,1.5,Sedan,5,3.6,Surat,gujarat
Tata,Safari,2021,2175270,15944,Diesel,Manual,2.0,Sedan,7,4.3,Bhavnagar,gujarat
Tata,Tiago EV,2023,894122,10146,Electric,Manual,0.0,Hatchback,5,4.4,Rajkot,gujarat
Honda,City,2021,917779,19211,Petrol,Automatic,1.5,Sedan,5,3.7,Vadodara,gujarat
Kia,Seltos,2024,1320715,7114,Petrol,Manual,1.5,Sedan,5,3.6,Gandhinagar,gujarat
BMW,3 Series,2020,797735,23660,Diesel,Manual,1.0,Sedan,4,4.9,Surat,gujarat
Tata,Punch,2022,838909,17700,CNG,Manual,1.2,Sedan,5,4.5,Rajkot,gujarat
Kia,Seltos,2023,1260124,11821,Diesel,Manual,1.5,Sedan,5,3.9,Ahmedabad,gujarat
Honda,City,2015,1484774,52407,Petrol,Manual,1.5,Sedan,5,3.1,Surat,gujarat
Mahindra,Thar,2021,1638637,31403,Petrol,Manual,2.2,SUV,5,4.0,Jamnagar,gujarat
Kia,Seltos,2019,1001289,38115,Petrol,Manual,1.5,Sedan,5,4.4,Bhavnagar,gujarat
Toyota,Camry,2014,573889,102059,Hybrid,Manual,2.5,Sedan,5,3.5,Vadodara,gujarat
Renault,Kiger,2014,395850,76422,Diesel,Manual,1.2,Sedan,5,4.8,Rajkot,gujarat
Hyundai,Exter,2024,938777,7399,Petrol,Automatic,1.5,Sedan,5,4.0,Rajkot,gujarat
